,category,year,win,entity
21,best_actor_drama,2006,False,Heath Ledger
22,best_actor_drama,2006,False,David Strathairn
23,best_actor_drama,2006,False,na
24,best_actress_comedy,2006,True,Reese Witherspoon
25,best_actress_comedy,2006,False,Judi Dench
26,best_actress_comedy,2006,False,Keira Knightley
27,best_actress_comedy,2006,False,Laura Linney
28,best_actress_comedy,2006,False,Sarah Jessica Parker
29,best_actress_comedy,2006,False,na
30,best_actor_comedy,2006,True,Joaquin Phoenix
31,best_actor_comedy,2006,False,Pierce Brosnan
32,best_actor_comedy,2006,False,Jeff Daniels
33,best_actor_comedy,2006,False,Johnny Depp
34,best_actor_comedy,2006,False,Nathan Lane
35,best_actor_comedy,2006,False,Cillian Murphy
36,support_actress,2006,True,Rachel Weisz
37,support_actress,2006,False,Scarlett Johansson
38,support_actress,2006,False,Shirley MacLaine
39,support_actress,2006,False,Frances McDormand
40,support_actress,2006,False,Michelle Williams
41,support_actress,2006,False,na
42,support_actor,2006,True,George Clooney
43,support_actor,2006,False,Matt Dillon
44,support_actor,2006,False,Will Ferrell
45,support_actor,2006,False,Paul Giamatti
46,support_actor,2006,False,Bob Hoskins
47,support_actor,2006,False,na
0,best_picture - drama,2005,True,The Aviator
1,best_picture - drama,2005,False,Closer
2,best_picture - drama,2005,False,Finding Neverland
3,best_picture - drama,2005,False,Hotel Rwanda
4,best_picture - drama,2005,False,Kinsey
5,best_picture - drama,2005,False,Million Dollar Baby
6,best_picture - comedy,2005,True,Sideways
7,best_picture - comedy,2005,False,Eternal Sunshine of The Spotless Mind
8,best_picture - comedy,2005,False,The Incredibles
9,best_picture - comedy,2005,False,Ray
10,best_picture - comedy,2005,False,The Phantom of the Opera
11,best_picture - comedy,2005,False,na
12,best_actress_drama,2005,True,Hilary Swank
13,best_actress_drama,2005,False,Scarlett Johansson
14,best_actress_drama,2005,False,Nicole Kidman
15,best_actress_drama,2005,False,Imelda Staunton
16,best_actress_drama,2005,False,Uma Thurman
17,best_actress_drama,2005,False,na
18,best_actor_drama,2005,True,Leonardo DiCaprio
19,best_actor_drama,2005,False,Javier Bardem
20,best_actor_drama,2005,False,Don Cheadle
21,best_actor_drama,2005,False,Johnny Depp
22,best_actor_drama,2005,False,Liam Neeson
23,best_actor_drama,2005,False,na
24,best_actress_comedy,2005,True,Annette Bening
25,best_actress_comedy,2005,False,Emmy Rossum
26,best_actress_comedy,2005,False,Ashley Judd
27,best_actress_comedy,2005,False,Renée Zellweger
28,best_actress_comedy,2005,False,Kate Winslet
29,best_actress_comedy,2005,False,na
30,best_actor_comedy,2005,True,Jamie Foxx
31,best_actor_comedy,2005,False,Jim Carrey
32,best_actor_comedy,2005,False,Paul Giamatti
33,best_actor_comedy,2005,False,Kevin Kline
34,best_actor_comedy,2005,False,Kevin Spacey
35,best_actor_comedy,2005,False,na
36,support_actress,2005,True,Natalie Portman
37,support_actress,2005,False,Cate Blanchett
38,support_actress,2005,False,Laura Linney
39,support_actress,2005,False,Virginia Madsen
40,support_actress,2005,False,Meryl Streep
41,support_actress,2005,False,na
42,support_actor,2005,True,Clive Owen
43,support_actor,2005,False,David Carradine
44,support_actor,2005,False,Thomas Haden Church
45,support_actor,2005,False,Jamie Foxx
46,support_actor,2005,False,Morgan Freeman
47,support_actor,2005,False,na
0,best_picture - drama,2004,True,The Lord of the Rings: The Return of the King
1,best_picture - drama,2004,False,Cold Mountain
2,best_picture - drama,2004,False,Master and Commander: The Far Side of the World
3,best_picture - drama,2004,False,Mystic River
4,best_picture - drama,2004,False,Seabiscuit
5,best_picture - drama,2004,False,na
6,best_picture - comedy,2004,True,Lost in Translation
7,best_picture - comedy,2004,False,Bend It Like Beckham
8,best_picture - comedy,2004,False,Big Fish
9,best_picture - comedy,2004,False,Finding Nemo
10,best_picture - comedy,2004,False,Love Actually
11,best_picture - comedy,2004,False,na
12,best_actress_drama,2004,True,Charlize Theron
13,best_actress_drama,2004,False,Cate Blanchett
14,best_actress_drama,2004,False,Scarlett Johansson
15,best_actress_drama,2004,False,Nicole Kidman
16,best_actress_drama,2004,False,Uma Thurman
17,best_actress_drama,2004,False,Evan Rachel Wood
18,best_actor_drama,2004,True,Sean Penn
19,best_actor_drama,2004,False,Russell Crowe
20,best_actor_drama,2004,False,Tom Cruise
21,best_actor_drama,2004,False,Ben Kingsley
22,best_actor_drama,2004,False,Jude Law
23,best_actor_drama,2004,False,na
24,best_actress_comedy,2004,True,Diane Keaton
25,best_actress_comedy,2004,False,Jamie Lee Curtis
26,best_actress_comedy,2004,False,Scarlett Johansson
27,best_actress_comedy,2004,False,Diane Lane
28,best_actress_comedy,2004,False,Helen Mirren
29,best_actress_comedy,2004,False,na
30,best_actor_comedy,2004,True,Bill Murray
31,best_actor_comedy,2004,False,Billy Bob Thornton
32,best_actor_comedy,2004,False,Jack Black
33,best_actor_comedy,2004,False,Johnny Depp
34,best_actor_comedy,2004,False,Jack Nicholson
35,best_actor_comedy,2004,False,na
36,support_actress,2004,True,Renée Zellweger
37,support_actress,2004,False,Patricia Clarkson
38,support_actress,2004,False,Hope Davis
39,support_actress,2004,False,Holly Hunter
40,support_actress,2004,False,Maria Bello
41,support_actress,2004,False,na
42,support_actor,2004,True,Tim Robbins
43,support_actor,2004,False,Ken Watanabe
44,support_actor,2004,False,Alec Baldwin
45,support_actor,2004,False,Albert Finney
46,support_actor,2004,False,William H. Macy
47,support_actor,2004,False,Peter Sarsgaard
0,best_picture - drama,2003,True,The Hours
1,best_picture - drama,2003,False,About Schmidt
2,best_picture - drama,2003,False,Gangs of New York
3,best_picture - drama,2003,False,"Lord of the Rings: The Two Towers,  The"
4,best_picture - drama,2003,False,"Pianist,  The"
5,best_picture - comedy,2003,True,Chicago
6,best_picture - comedy,2003,False,About a Boy
7,best_picture - comedy,2003,False,Adaptation
8,best_picture - comedy,2003,False,My Big Fat Greek Wedding
9,best_picture - comedy,2003,False,Nicholas Nickleby
10,best_actress_drama,2003,True,Nicole Kidman
11,best_actress_drama,2003,False,Julianne Moore
12,best_actress_drama,2003,False,Meryl Streep
13,best_actress_drama,2003,False,Salma Hayek
14,best_actress_drama,2003,False,Diane Lane
15,best_actor_drama,2003,True,Jack Nicholson
16,best_actor_drama,2003,False,Adrien Brody
17,best_actor_drama,2003,False,Michael Caine
18,best_actor_drama,2003,False,Daniel Day-Lewis
19,best_actor_drama,2003,False,Leonardo DiCaprio
20,best_actress_comedy,2003,True,Renée Zellweger
21,best_actress_comedy,2003,False,Maggie Gyllenhaal
22,best_actress_comedy,2003,False,Goldie Hawn
23,best_actress_comedy,2003,False,Nia Vardalos
24,best_actress_comedy,2003,False,Catherine Zeta-Jones
25,best_actor_comedy,2003,True,Richard Gere
26,best_actor_comedy,2003,False,Adam Sandler
27,best_actor_comedy,2003,False,Nicolas Cage
28,best_actor_comedy,2003,False,Kieran Culkin
29,best_actor_comedy,2003,False,Hugh Grant
30,support_actress,2003,True,Meryl Streep
31,support_actress,2003,False,Kathy Bates
32,support_actress,2003,False,Cameron Diaz
33,support_actress,2003,False,Queen Latifah
34,support_actress,2003,False,Susan Sarandon
35,support_actor,2003,True,Chris Cooper
36,support_actor,2003,False,Ed Harris
37,support_actor,2003,False,Paul Newman
38,support_actor,2003,False,Dennis Quaid
39,support_actor,2003,False,John C. Reilly
0,best_picture - drama,2002,True,A Beautiful Mind
1,best_picture - drama,2002,False,In the Bedroom
2,best_picture - drama,2002,False,The Lord of the Rings: The Fellowship of the Ring
3,best_picture - drama,2002,False,The Man Who Wasn't There
4,best_picture - drama,2002,False,Mulholland Dr.
5,best_picture - drama,2002,False,na
6,best_picture - comedy,2002,True,Moulin Rouge!
7,best_picture - comedy,2002,False,Bridget Jones's Diary
8,best_picture - comedy,2002,False,Gosford Park
9,best_picture - comedy,2002,False,Legally Blonde
10,best_picture - comedy,2002,False,Shrek
11,best_picture - comedy,2002,False,na
12,best_actress_drama,2002,True,Sissy Spacek
13,best_actress_drama,2002,False,Halle Berry
14,best_actress_drama,2002,False,Judi Dench
15,best_actress_drama,2002,False,Nicole Kidman
16,best_actress_drama,2002,False,Tilda Swinton
17,best_actress_drama,2002,False,na
18,best_actor_drama,2002,True,Russell Crowe
19,best_actor_drama,2002,False,Denzel Washington
20,best_actor_drama,2002,False,Kevin Spacey
21,best_actor_drama,2002,False,Will Smith
22,best_actor_drama,2002,False,Billy Bob Thornton
23,best_actor_drama,2002,False,na
24,best_actress_comedy,2002,True,Nicole Kidman
25,best_actress_comedy,2002,False,Renée Zellweger
26,best_actress_comedy,2002,False,Thora Birch
27,best_actress_comedy,2002,False,Cate Blanchett
28,best_actress_comedy,2002,False,Reese Witherspoon
29,best_actress_comedy,2002,False,na
30,best_actor_comedy,2002,True,Gene Hackman
31,best_actor_comedy,2002,False,Hugh Jackman
32,best_actor_comedy,2002,False,Ewan McGregor
33,best_actor_comedy,2002,False,John Cameron Mitchell
34,best_actor_comedy,2002,False,Billy Bob Thornton
35,best_actor_comedy,2002,False,na
36,support_actress,2002,True,Jennifer Connelly
37,support_actress,2002,False,Helen Mirren
38,support_actress,2002,False,Maggie Smith
39,support_actress,2002,False,Marisa Tomei
40,support_actress,2002,False,Kate Winslet
41,support_actress,2002,False,Cameron Diaz
42,support_actor,2002,True,Jim Broadbent
43,support_actor,2002,False,Steve Buscemi
44,support_actor,2002,False,Hayden Christensen
45,support_actor,2002,False,Ben Kingsley
46,support_actor,2002,False,Jude Law
47,support_actor,2002,False,Jon Voight
0,best_picture - drama,2001,True,Gladiator
1,best_picture - drama,2001,False,Billy Elliot
2,best_picture - drama,2001,False,Erin Brockovich
3,best_picture - drama,2001,False,Sunshine
4,best_picture - drama,2001,False,Traffic
5,best_picture - drama,2001,False,Wonder Boys
6,best_picture - comedy,2001,True,Almost Famous
7,best_picture - comedy,2001,False,Best in Show
8,best_picture - comedy,2001,False,Chicken Run
9,best_picture - comedy,2001,False,Chocolat
10,best_picture - comedy,2001,False,"O Brother,  Where Art Thou?"
11,best_picture - comedy,2001,False,na
12,best_actress_drama,2001,True,Julia Roberts
13,best_actress_drama,2001,False,Björk
14,best_actress_drama,2001,False,Ellen Burstyn
15,best_actress_drama,2001,False,Laura Linney
16,best_actress_drama,2001,False,Joan Allen
17,best_actress_drama,2001,False,na
18,best_actor_drama,2001,True,Tom Hanks
19,best_actor_drama,2001,False,Javier Bardem
20,best_actor_drama,2001,False,Russell Crowe
21,best_actor_drama,2001,False,Michael Douglas
22,best_actor_drama,2001,False,Geoffrey Rush
23,best_actor_drama,2001,False,na
24,best_actress_comedy,2001,True,Renée Zellweger
25,best_actress_comedy,2001,False,Juliette Binoche
26,best_actress_comedy,2001,False,Brenda Blethyn
27,best_actress_comedy,2001,False,Sandra Bullock
28,best_actress_comedy,2001,False,Tracey Ullman
29,best_actress_comedy,2001,False,na
30,best_actor_comedy,2001,True,George Clooney
31,best_actor_comedy,2001,False,John Cusack
32,best_actor_comedy,2001,False,Robert De Niro
33,best_actor_comedy,2001,False,Mel Gibson
34,best_actor_comedy,2001,False,Jim Carrey
35,best_actor_comedy,2001,False,na
36,support_actress,2001,True,Kate Hudson
37,support_actress,2001,False,Judi Dench
38,support_actress,2001,False,Frances McDormand
39,support_actress,2001,False,Julie Walters
40,support_actress,2001,False,Catherine Zeta-Jones
41,support_actress,2001,False,na
42,support_actor,2001,True,Benicio del Toro
43,support_actor,2001,False,Willem Dafoe
44,support_actor,2001,False,Albert Finney
45,support_actor,2001,False,Joaquin Phoenix
46,support_actor,2001,False,Jeff Bridges
47,support_actor,2001,False,na
0,best_picture - drama,2000,True,American Beauty
1,best_picture - drama,2000,False,The End of the Affair
2,best_picture - drama,2000,False,The Hurricane
3,best_picture - drama,2000,False,The Insider
4,best_picture - drama,2000,False,The Talented Mr. Ripley
5,best_picture - drama,2000,False,na
6,best_picture - comedy,2000,True,Toy Story 2
7,best_picture - comedy,2000,False,Analyze This
8,best_picture - comedy,2000,False,Being John Malkovich
9,best_picture - comedy,2000,False,Man on the Moon
10,best_picture - comedy,2000,False,Notting Hill
11,best_picture - comedy,2000,False,na
12,best_actress_drama,2000,True,Hilary Swank
13,best_actress_drama,2000,False,Annette Bening
14,best_actress_drama,2000,False,Julianne Moore
15,best_actress_drama,2000,False,Meryl Streep
16,best_actress_drama,2000,False,Sigourney Weaver
17,best_actress_drama,2000,False,na
18,best_actor_drama,2000,True,Denzel Washington
19,best_actor_drama,2000,False,Kevin Spacey
20,best_actor_drama,2000,False,Russell Crowe
21,best_actor_drama,2000,False,Matt Damon
22,best_actor_drama,2000,False,Richard Farnsworth
23,best_actor_drama,2000,False,na
24,best_actress_comedy,2000,True,Janet McTeer
25,best_actress_comedy,2000,False,Julianne Moore
26,best_actress_comedy,2000,False,Julia Roberts
27,best_actress_comedy,2000,False,Sharon Stone
28,best_actress_comedy,2000,False,Reese Witherspoon
29,best_actress_comedy,2000,False,na
30,best_actor_comedy,2000,True,Jim Carrey
31,best_actor_comedy,2000,False,Robert De Niro
32,best_actor_comedy,2000,False,Rupert Everett
33,best_actor_comedy,2000,False,Hugh Grant
34,best_actor_comedy,2000,False,Sean Penn
35,best_actor_comedy,2000,False,na
36,support_actress,2000,True,Angelina Jolie
37,support_actress,2000,False,Catherine Keener
38,support_actress,2000,False,Samantha Morton
39,support_actress,2000,False,Natalie Portman
40,support_actress,2000,False,Chloë Sevigny
41,support_actress,2000,False,Cameron Diaz
42,support_actor,2000,True,Tom Cruise
43,support_actor,2000,False,Michael Caine
44,support_actor,2000,False,Michael Clarke Duncan
45,support_actor,2000,False,Jude Law
46,support_actor,2000,False,Haley Joel Osment
47,support_actor,2000,False,na
0,best_picture - drama,1999,True,Saving Private Ryan
1,best_picture - drama,1999,False,Elizabeth
2,best_picture - drama,1999,False,Gods and Monsters
3,best_picture - drama,1999,False,The Horse Whisperer
4,best_picture - drama,1999,False,The Truman Show
5,best_picture - drama,1999,False,na
6,best_picture - comedy,1999,True,Shakespeare in Love
7,best_picture - comedy,1999,False,There's Something About Mary
8,best_picture - comedy,1999,False,Bulworth
9,best_picture - comedy,1999,False,The Mask of Zorro
10,best_picture - comedy,1999,False,Patch Adams
11,best_picture - comedy,1999,False,Still Crazy
12,best_actress_drama,1999,True,Cate Blanchett
13,best_actress_drama,1999,False,Emily Watson
14,best_actress_drama,1999,False,Fernanda Montenegro
15,best_actress_drama,1999,False,Susan Sarandon
16,best_actress_drama,1999,False,Meryl Streep
17,best_actress_drama,1999,False,na
18,best_actor_drama,1999,True,Jim Carrey
19,best_actor_drama,1999,False,Stephen Fry
20,best_actor_drama,1999,False,Tom Hanks
21,best_actor_drama,1999,False,Ian McKellen
22,best_actor_drama,1999,False,Nick Nolte
23,best_actor_drama,1999,False,na
24,best_actress_comedy,1999,True,Gwyneth Paltrow
25,best_actress_comedy,1999,False,Cameron Diaz
26,best_actress_comedy,1999,False,Jane Horrocks
27,best_actress_comedy,1999,False,Christina Ricci
28,best_actress_comedy,1999,False,Meg Ryan
29,best_actress_comedy,1999,False,na
30,best_actor_comedy,1999,True,Michael Caine
31,best_actor_comedy,1999,False,Antonio Banderas
32,best_actor_comedy,1999,False,Warren Beatty
33,best_actor_comedy,1999,False,John Travolta
34,best_actor_comedy,1999,False,Robin Williams
35,best_actor_comedy,1999,False,na
36,support_actress,1999,True,Lynn Redgrave
37,support_actress,1999,False,Brenda Blethyn
38,support_actress,1999,False,Judi Dench
39,support_actress,1999,False,Sharon Stone
40,support_actress,1999,False,Kathy Bates
41,support_actress,1999,False,na
42,support_actor,1999,True,Ed Harris
43,support_actor,1999,False,Robert Duvall
44,support_actor,1999,False,Bill Murray
45,support_actor,1999,False,Geoffrey Rush
46,support_actor,1999,False,Donald Sutherland
47,support_actor,1999,False,Billy Bob Thornton
0,best_picture - drama,1998,True,Titanic
1,best_picture - drama,1998,False,Amistad
2,best_picture - drama,1998,False,The Boxer
3,best_picture - drama,1998,False,Good Will Hunting
4,best_picture - drama,1998,False,L.A. Confidential
5,best_picture - drama,1998,False,na
6,best_picture - comedy,1998,True,As Good as It Gets
7,best_picture - comedy,1998,False,The Full Monty
8,best_picture - comedy,1998,False,Men in Black
9,best_picture - comedy,1998,False,My Best Friend's Wedding
10,best_picture - comedy,1998,False,Wag the Dog
11,best_picture - comedy,1998,False,na
12,best_actress_drama,1998,True,Judi Dench
13,best_actress_drama,1998,False,Kate Winslet
14,best_actress_drama,1998,False,Helena Bonham Carter
15,best_actress_drama,1998,False,Jodie Foster
16,best_actress_drama,1998,False,Jessica Lange
17,best_actress_drama,1998,False,na
18,best_actor_drama,1998,True,Peter Fonda
19,best_actor_drama,1998,False,Matt Damon
20,best_actor_drama,1998,False,Daniel Day-Lewis
21,best_actor_drama,1998,False,Leonardo DiCaprio
22,best_actor_drama,1998,False,Djimon Hounsou
23,best_actor_drama,1998,False,na
24,best_actress_comedy,1998,True,Helen Hunt
25,best_actress_comedy,1998,False,Julia Roberts
26,best_actress_comedy,1998,False,Joey Lauren Adams
27,best_actress_comedy,1998,False,Pam Grier
28,best_actress_comedy,1998,False,Jennifer Lopez
29,best_actress_comedy,1998,False,na
30,best_actor_comedy,1998,True,Jack Nicholson
31,best_actor_comedy,1998,False,Jim Carrey
32,best_actor_comedy,1998,False,Dustin Hoffman
33,best_actor_comedy,1998,False,Samuel L. Jackson
34,best_actor_comedy,1998,False,Kevin Kline
35,best_actor_comedy,1998,False,na
36,support_actress,1998,True,Kim Basinger
37,support_actress,1998,False,Joan Cusack
38,support_actress,1998,False,Julianne Moore
39,support_actress,1998,False,Gloria Stuart
40,support_actress,1998,False,Sigourney Weaver
41,support_actress,1998,False,na
42,support_actor,1998,True,Burt Reynolds
43,support_actor,1998,False,Rupert Everett
44,support_actor,1998,False,Anthony Hopkins
45,support_actor,1998,False,Greg Kinnear
46,support_actor,1998,False,Jon Voight
47,support_actor,1998,False,Robin Williams
0,best_picture - drama,1997,True,The English Patient
1,best_picture - drama,1997,False,Breaking the Waves
2,best_picture - drama,1997,False,The People vs. Larry Flynt
3,best_picture - drama,1997,False,Secrets & Lies
4,best_picture - drama,1997,False,Shine
5,best_picture - drama,1997,False,na
6,best_picture - comedy,1997,True,Evita
7,best_picture - comedy,1997,False,Everyone Says I Love You
8,best_picture - comedy,1997,False,Fargo
9,best_picture - comedy,1997,False,Jerry Maguire
10,best_picture - comedy,1997,False,The Birdcage
11,best_picture - comedy,1997,False,na
12,best_actress_drama,1997,True,Brenda Blethyn
13,best_actress_drama,1997,False,Kristin Scott Thomas
14,best_actress_drama,1997,False,Meryl Streep
15,best_actress_drama,1997,False,Emily Watson
16,best_actress_drama,1997,False,Courtney Love
17,best_actress_drama,1997,False,na
18,best_actor_drama,1997,True,Geoffrey Rush
19,best_actor_drama,1997,False,Ralph Fiennes
20,best_actor_drama,1997,False,Mel Gibson
21,best_actor_drama,1997,False,Woody Harrelson
22,best_actor_drama,1997,False,Liam Neeson
23,best_actor_drama,1997,False,na
24,best_actress_comedy,1997,True,Madonna
25,best_actress_comedy,1997,False,Glenn Close
26,best_actress_comedy,1997,False,Frances McDormand
27,best_actress_comedy,1997,False,Debbie Reynolds
28,best_actress_comedy,1997,False,Barbra Streisand
29,best_actress_comedy,1997,False,na
30,best_actor_comedy,1997,True,Tom Cruise
31,best_actor_comedy,1997,False,Antonio Banderas
32,best_actor_comedy,1997,False,Kevin Costner
33,best_actor_comedy,1997,False,Nathan Lane
34,best_actor_comedy,1997,False,Eddie Murphy
35,best_actor_comedy,1997,False,na
36,support_actress,1997,True,Lauren Bacall
37,support_actress,1997,False,Juliette Binoche
38,support_actress,1997,False,Barbara Hershey
39,support_actress,1997,False,Marianne Jean-Baptiste
40,support_actress,1997,False,Marion Ross
41,support_actress,1997,False,Joan Allen
42,support_actor,1997,True,Edward Norton
43,support_actor,1997,False,Cuba Gooding Jr.
44,support_actor,1997,False,Samuel L. Jackson
45,support_actor,1997,False,Paul Scofield
46,support_actor,1997,False,James Woods
47,support_actor,1997,False,na
0,best_picture - drama,1996,True,Sense and Sensibility
1,best_picture - drama,1996,False,Apollo 13
2,best_picture - drama,1996,False,Braveheart
3,best_picture - drama,1996,False,"Bridges of Madison County,  The"
4,best_picture - drama,1996,False,Leaving Las Vegas
5,best_picture - comedy,1996,True,Babe
6,best_picture - comedy,1996,False,Get Shorty
7,best_picture - comedy,1996,False,Sabrina (1995)
8,best_picture - comedy,1996,False,Toy Story
9,best_picture - comedy,1996,False,"American President,  The"
10,best_actress_drama,1996,True,Sharon Stone
11,best_actress_drama,1996,False,Elisabeth Shue
12,best_actress_drama,1996,False,Meryl Streep
13,best_actress_drama,1996,False,Emma Thompson
14,best_actress_drama,1996,False,Susan Sarandon
15,best_actor_drama,1996,True,Nicolas Cage
16,best_actor_drama,1996,False,Richard Dreyfuss
17,best_actor_drama,1996,False,Anthony Hopkins
18,best_actor_drama,1996,False,Ian McKellen
19,best_actor_drama,1996,False,Sean Penn
20,best_actress_comedy,1996,True,Nicole Kidman
21,best_actress_comedy,1996,False,Annette Bening
22,best_actress_comedy,1996,False,Sandra Bullock
23,best_actress_comedy,1996,False,Toni Collette
24,best_actress_comedy,1996,False,Vanessa Redgrave
25,best_actor_comedy,1996,True,John Travolta
26,best_actor_comedy,1996,False,Patrick Swayze
27,best_actor_comedy,1996,False,Michael Douglas
28,best_actor_comedy,1996,False,Harrison Ford
29,best_actor_comedy,1996,False,Steve Martin
30,support_actress,1996,True,Mira Sorvino
31,support_actress,1996,False,Anjelica Huston
32,support_actress,1996,False,Kathleen Quinlan
33,support_actress,1996,False,Kyra Sedgwick
34,support_actress,1996,False,Kate Winslet
35,support_actor,1996,True,Brad Pitt
36,support_actor,1996,False,Ed Harris
37,support_actor,1996,False,John Leguizamo
38,support_actor,1996,False,Tim Roth
39,support_actor,1996,False,Kevin Spacey
0,best_picture - drama,1995,True,Forrest Gump
1,best_picture - drama,1995,False,Legends of the Fall
2,best_picture - drama,1995,False,Nell
3,best_picture - drama,1995,False,Pulp Fiction
4,best_picture - drama,1995,False,Quiz Show
5,best_picture - comedy,1995,True,The Lion King
6,best_picture - comedy,1995,False,"Adventures of Priscilla,  Queen of the Desert,  The"
7,best_picture - comedy,1995,False,Ed Wood
8,best_picture - comedy,1995,False,Four Weddings and a Funeral
9,best_picture - comedy,1995,False,Ready to Wear
10,best_actress_drama,1995,True,Jessica Lange
11,best_actress_drama,1995,False,Jodie Foster
12,best_actress_drama,1995,False,Jennifer Jason Leigh
13,best_actress_drama,1995,False,Miranda Richardson
14,best_actress_drama,1995,False,Meryl Streep
15,best_actor_drama,1995,True,Tom Hanks
16,best_actor_drama,1995,False,John Travolta
17,best_actor_drama,1995,False,Morgan Freeman
18,best_actor_drama,1995,False,Paul Newman
19,best_actor_drama,1995,False,Brad Pitt
20,best_actress_comedy,1995,True,Jamie Lee Curtis
21,best_actress_comedy,1995,False,Geena Davis
22,best_actress_comedy,1995,False,Andie MacDowell
23,best_actress_comedy,1995,False,Shirley MacLaine
24,best_actress_comedy,1995,False,Emma Thompson
25,best_actor_comedy,1995,True,Hugh Grant
26,best_actor_comedy,1995,False,Jim Carrey
27,best_actor_comedy,1995,False,Johnny Depp
28,best_actor_comedy,1995,False,Arnold Schwarzenegger
29,best_actor_comedy,1995,False,Terence Stamp
30,support_actress,1995,True,Dianne Wiest
31,support_actress,1995,False,Sophia Loren
32,support_actress,1995,False,Uma Thurman
33,support_actress,1995,False,Robin Wright
34,support_actress,1995,False,Kirsten Dunst
35,support_actor,1995,True,Martin Landau
36,support_actor,1995,False,Kevin Bacon
37,support_actor,1995,False,Samuel L. Jackson
38,support_actor,1995,False,Gary Sinise
39,support_actor,1995,False,John Turturro
0,best_picture - drama,1994,True,Schindler's List
1,best_picture - drama,1994,False,"Age of Innocence,  The"
2,best_picture - drama,1994,False,In the Name of the Father
3,best_picture - drama,1994,False,The Piano
4,best_picture - drama,1994,False," Remains of the Day,  The"
5,best_picture - comedy,1994,True,Mrs. Doubtfire
6,best_picture - comedy,1994,False,Dave
7,best_picture - comedy,1994,False,Much Ado About Nothing
8,best_picture - comedy,1994,False,Sleepless in Seattle
9,best_picture - comedy,1994,False,Strictly Ballroom
10,best_actress_drama,1994,True,Holly Hunter
11,best_actress_drama,1994,False,Juliette Binoche
12,best_actress_drama,1994,False,Michelle Pfeiffer
13,best_actress_drama,1994,False,Emma Thompson
14,best_actress_drama,1994,False,Debra Winger
15,best_actor_drama,1994,True,Tom Hanks
16,best_actor_drama,1994,False,Liam Neeson
17,best_actor_drama,1994,False,Daniel Day-Lewis
18,best_actor_drama,1994,False,Harrison Ford
19,best_actor_drama,1994,False,Anthony Hopkins
20,best_actress_comedy,1994,True,Angela Bassett
21,best_actress_comedy,1994,False,Stockard Channing
22,best_actress_comedy,1994,False,Anjelica Huston
23,best_actress_comedy,1994,False,Diane Keaton
24,best_actress_comedy,1994,False,Meg Ryan
25,best_actor_comedy,1994,True,Robin Williams
26,best_actor_comedy,1994,False,Tom Hanks
27,best_actor_comedy,1994,False,Kevin Kline
28,best_actor_comedy,1994,False,Colm Meaney
29,best_actor_comedy,1994,False,Johnny Depp
30,support_actress,1994,True,Winona Ryder
31,support_actress,1994,False,Penelope Ann Miller
32,support_actress,1994,False,Anna Paquin
33,support_actress,1994,False,Rosie Perez
34,support_actress,1994,False,Emma Thompson
35,support_actor,1994,True,Tommy Lee Jones
36,support_actor,1994,False,Ralph Fiennes
37,support_actor,1994,False,John Malkovich
38,support_actor,1994,False,Sean Penn
39,support_actor,1994,False,Leonardo DiCaprio
0,best_picture - drama,1993,True,Scent of a Woman
1,best_picture - drama,1993,False,"Few Good Men,  A"
2,best_picture - drama,1993,False,Howards End
3,best_picture - drama,1993,False,Unforgiven
4,best_picture - drama,1993,False,"Crying Game,  The"
5,best_picture - comedy,1993,True,"Player,  The"
6,best_picture - comedy,1993,False,Aladdin
7,best_picture - comedy,1993,False,Enchanted April
8,best_picture - comedy,1993,False,Honeymoon In Vegas
9,best_picture - comedy,1993,False,Sister Act
10,best_actress_drama,1993,True,Emma Thompson
11,best_actress_drama,1993,False,Mary McDonnell
12,best_actress_drama,1993,False,Michelle Pfeiffer
13,best_actress_drama,1993,False,Susan Sarandon
14,best_actress_drama,1993,False,Sharon Stone
15,best_actor_drama,1993,True,Al Pacino
16,best_actor_drama,1993,False,Tom Cruise
17,best_actor_drama,1993,False,Robert Downey Jr.
18,best_actor_drama,1993,False,Jack Nicholson
19,best_actor_drama,1993,False,Denzel Washington
20,best_actress_comedy,1993,True,Miranda Richardson
21,best_actress_comedy,1993,False,Geena Davis
22,best_actress_comedy,1993,False,Whoopi Goldberg
23,best_actress_comedy,1993,False,Shirley MacLaine
24,best_actress_comedy,1993,False,Meryl Streep
25,best_actor_comedy,1993,True,Tim Robbins
26,best_actor_comedy,1993,False,Billy Crystal
27,best_actor_comedy,1993,False,Marcello Mastroianni
28,best_actor_comedy,1993,False,Tim Robbins
29,best_actor_comedy,1993,False,Nicolas Cage
30,support_actress,1993,True,Joan Plowright
31,support_actress,1993,False,Geraldine Chaplin
32,support_actress,1993,False,Judy Davis
33,support_actress,1993,False,Miranda Richardson
34,support_actress,1993,False,Alfre Woodard
35,support_actor,1993,True,Gene Hackman
36,support_actor,1993,False,Chris O'Donnell
37,support_actor,1993,False,Al Pacino
38,support_actor,1993,False,David Paymer
39,support_actor,1993,False,Jack Nicholson
0,best_picture - drama,1992,True,Bugsy
1,best_picture - drama,1992,False,JFK
2,best_picture - drama,1992,False,"Prince of Tides,  The"
3,best_picture - drama,1992,False,"Silence of the Lambs,  The"
4,best_picture - drama,1992,False,Thelma & Louise
5,best_picture - comedy,1992,True,Beauty and the Beast
6,best_picture - comedy,1992,False,City Slickers
7,best_picture - comedy,1992,False,"Commitments,  The"
